fc_id,em_id,score,label,cm_dist,moi_diff
G0239-F-000007,300972942,0,1.0,12.966691173596859,0.11489377119198385
TH-F-100099,331662710,0,1.0,33.15183192630841,0.002099133161358777
TH-M-000021,604289581,0,0.3,20.328706539388303,0.09924555849788011
TH-M-200035,452971138,0,0.6,28.23386766673113,0.06403438742457211
TH-M-300017,947573616,0,0.2,31.639161572311668,0.07120043318823974
Trh-F-000008,1671638278,0,0.9,6.725872311506785,0.019438840021639047
VGlut-F-200319,424716408,0,0.5,5.434185189103452,0.08904312794385222
Cha-F-300344,5813053836,0,0.7,15.985962266243172,0.046767220989807234
Gad1-F-000694,1480525278,0,0.0,22.38582763605595,0.21093589159814316
Gad1-F-000703,424716408,0,0.1,19.590015188536416,0.04570118056215872
Gad1-F-100784,832016427,0,0.7,16.284666540795353,0.025873458753547605
Gad1-F-500004,294436967,0,0.7,23.274459041330402,0.0729108169417667
Gad1-F-500321,574377562,0,0.7,5.841823593215011,0.009900278426301168
Gad1-F-600604,1793403571,0,0.8,20.341357925639596,0.0652461071606039
TH-F-000036,859265651,0,0.0,18.841071305743405,0.29293667288774156
TH-F-200004,5813011298,0,0.6,13.359506637396716,0.12082368009500499
TH-F-200085,1131827390,0,0.8,13.136547475240247,0.07711051572997565
Trh-F-100001,1225290633,0,0.6,16.34955272705235,0.3390749295045043
Trh-F-100066,5813062858,0,0.9,5.382720143855724,0.0784774871511207
VGlut-F-000177,5813056321,0,0.8,5.924834808538696,0.02051562412812077
VGlut-F-000463,1733677514,0,0.9,14.591564121503303,0.07318867780527283
VGlut-F-400757,1670597533,0,0.0,15.34564040065311,0.06651795492234651
Gad1-F-000694,5813057853,0,0.0,17.170777807031346,0.15096712353000577
Gad1-F-000694,1383016399,0,0.0,20.704959583357862,0.3117710656458886
Gad1-F-000703,421641859,0,0.0,40.56178803187546,0.08901192662525709
TH-M-100027,5813021583,0,0.0,49.28376992635146,0.19294135084343308
TH-M-200034,1406911688,0,0.0,22.526275972303637,0.15112430122645168
VGlut-F-400757,1640555311,0,0.0,17.12332026738465,0.1758843798349038
5-HT1B-F-500007,5813054777,0,0.7,14.765806059874498,0.08167786239111025
Gad1-F-000394,5901206553,0,0.3,20.414495011770697,0.13893607537397937
TH-F-000007,950229431,0,0.8,24.53673360335707,0.07759902660571942
TH-F-100061,792040520,0,0.8,15.586957867896169,0.018422480890786644
TH-M-000064,792040520,0,0.9,13.94649067405789,0.03586004434462144
TH-M-100005,950229431,0,0.7,37.75801138620055,0.1003844040851435
Trh-F-100092,5901206553,0,0.3,18.338992938526207,0.2060987832617064
Trh-F-400082,1671620613,0,0.4,21.84486978968194,0.07973081838557491
Trh-M-100046,891771553,0,0.0,88.94756793719431,0.22824831340855942
Trh-M-200112,2069652905,0,0.2,22.365540966040516,0.1670972274382256
VGlut-F-000475,5901206553,0,0.2,15.449406081209597,0.04310915405919462
Cha-F-000427,579576294,0,0.7,23.260765126877093,0.03268761988845025
TH-M-000030,736860990,0,0.0,67.15716163262108,0.14173584182348817
TH-M-200035,5813078062,0,0.0,24.387829001992188,0.22195346496674526
fru-M-400329,298258399,0,0.8,18.73115506860592,0.04637321471077561
fru-M-800135,360591860,0,0.8,30.274144864764672,0.041057440438955754
Cha-F-200447,667931999,0,0.7,4.82591752876718,0.03196681909979873
Cha-F-500144,1076159832,0,0.8,9.073424650722812,0.061574143636674857
Gad1-F-400249,948709216,0,0.7,12.223263571084216,0.05318921178368756
Gad1-F-700047,1230026402,0,0.8,18.171045814115278,0.2076485778246334
TH-M-700001,5813054384,0,0.7,38.697751875663066,0.08077079918759764
Trh-F-300072,947573616,0,0.6,44.02356371189975,0.13949872936878624
Trh-M-000077,5813057579,0,0.5,21.67749078218325,0.15514194277597268
Trh-M-000140,5813054384,0,0.7,20.4046911803158,0.06201045075487452
Trh-M-300128,5813049824,0,0.5,12.603053019255613,0.07416135367946669
VGlut-F-000077,550404663,0,0.7,12.30593009043895,0.22884773103189981
VGlut-F-000091,739256609,0,0.8,11.804069015301693,0.05154049969609138
VGlut-F-400014,550404663,0,0.7,12.400790386789396,0.20952455694761324
VGlut-F-700399,1255630350,0,0.7,24.6157712522675,0.03646939476702423
VGlut-F-100374,1888199872,0,0.8,15.14187634194794,0.1255990092863635
fru-M-200408,5813054384,0,0.7,44.84395245079088,0.05677199865502863
Trh-M-200022,297938585,0,0.8,52.84648583218875,0.2598356841793998
5-HT1B-F-500017,1946178096,0,0.5,21.115964483760802,0.08932218159313082
VGlut-F-500200,1130458829,0,0.8,18.805672387931384,0.07062155200532917
TH-M-200092,297183251,0,0.8,9.4468363521598,0.019381170983705776
VGlut-F-400233,975289165,0,0.8,8.375373838536786,0.24824115839487612
Cha-F-000239,5813054777,0,0.0,48.703056548987426,0.3830413458890075
VGlut-F-100118,1313849992,0,0.8,20.024322887415245,0.032448406725153256
Cha-F-800086,5812981543,0,0.9,51.21086593056596,0.09408736368737017
fru-F-200052,1228683492,0,0.0,91.67314309693454,0.22984794637888237
fru-F-400475,519591210,0,0.0,65.7378865870836,0.02501243191564166
fru-F-700114,1224258912,0,0.0,94.29793722097531,0.09463392346272485
fru-M-500174,977343309,0,0.0,70.899518626853,0.1358161171214699
fru-M-500377,5813057274,0,0.0,78.12560894551069,0.1289317075868019
Gad1-F-500524,1173045815,0,0.9,7.9333029926622824,0.06799799794533823
Gad1-F-502126,956138930,0,0.9,8.985330705362847,0.24094592270247897
Gad1-F-600109,1510648834,0,0.0,96.74966662387183,0.2631006842726635
Gad1-F-601324,5812980638,0,0.0,30.059129198803664,0.07663993667015415
Gad1-F-601324,1172372382,0,0.0,13.969843173201083,0.04426578196124674
TH-F-300073,328943204,0,0.6,51.51679309579783,0.02496877355021896
TH-F-700004,5813089803,0,0.0,92.43892133737762,0.11419759362395324
TH-F-700022,981362334,0,0.6,49.02739239014506,0.037414899751226645
TH-M-300021,5813049380,0,0.4,17.435206308050667,0.07971505492618425
TH-M-700013,644417074,0,0.7,7.926803456957545,0.12750571997841953
VT58722-F-700001,673509195,0,0.0,24.580472931172125,0.05929387079237462
VGlut-F-400898,1640922516,0,0.0,13.853194459164634,0.21097925972908613
Trh-M-500163,953410147,0,0.6,8.690703419455039,0.0008463109285803176
TH-M-000029,5813021602,0,0.6,23.915839575188656,0.061846612853411996
VGlut-F-800130,1640555311,0,0.5,15.636068590763609,0.08764131807036195
fru-F-000094,298603730,0,0.7,25.286043723622257,0.012355185329703968
VGlut-F-400757,5901196806,0,0.6,10.774669901681639,0.107709704824195
Cha-F-000239,1037293275,0,0.0,10.06665290015647,0.051706989210364665
VGlut-F-400757,5813034455,0,0.6,15.175179573931564,0.0872059701318287
VGlut-F-500002,5813021602,0,0.0,33.91373825246864,0.23588664379498486
Cha-F-400237,701201945,0,0.6,18.99496441754899,0.2208238954714208
TH-F-300037,361312808,0,0.0,29.074073655081982,0.07074533067334345
TH-F-000009,5813021112,0,0.0,8.276331491355492,0.1785696629923212
Trh-M-700039,543692985,0,0.0,12.19639323441819,0.17639200182125775
Trh-M-300071,953414780,0,0.6,12.946672935660557,0.04992200893031458
Cha-F-100135,422738252,0,0.0,20.505906725433782,0.05780576800967833
Trh-M-700039,516055524,0,0.0,23.943503615554008,0.10561979566591877
TH-M-000008,579268807,0,0.0,23.751600326835092,0.14454185587940735
TH-F-200037,422751191,0,0.0,21.932451350389965,0.2689546167366098
TH-F-100095,5813049380,0,0.0,27.20388278396876,0.09527028664763819
TH-F-200037,328611004,0,0.0,20.340682181079732,0.16192093043359995
TH-M-200064,328611004,0,0.0,17.076441333580245,0.14720185879279535
Trh-F-100066,707539688,0,0.0,16.500852535405702,0.16835491535188568
VGlut-F-400334,576825965,0,0.0,29.064278389856856,0.13296083234172623
Trh-M-100025,614081151,0,0.0,7.444966027376553,0.16742111404920196
TH-M-200013,1192019859,0,0.0,58.32963967201102,0.2638222968215357
Trh-M-700039,456847100,0,0.0,35.43928881765741,0.40939997794880517
