fc_id,em_id,model_predict,binary_label,pred_std
Gad1-F-100817,1188163963,0.94419914,1,0.0
Gad1-F-100817,1125411720,0.8895176,1,0.0
Gad1-F-100817,1189549476,0.94496286,1,0.0
Gad1-F-100817,1476936949,0.8291394,1,0.0
Gad1-F-100817,1251265778,0.9435661,1,0.0
Gad1-F-100817,1661458883,0.9169496,1,0.0
Gad1-F-100817,1599773239,0.93539935,1,0.0
Gad1-F-100817,5812994148,0.93941253,1,0.0
Gad1-F-100817,1251952397,0.8765119,1,0.0
Gad1-F-100817,1187831582,0.94212663,1,0.0
Gad1-F-800219,1289233760,0.607662,1,0.0
Gad1-F-800219,1319246910,0.35632342,0,0.0
Gad1-F-800219,5813133779,0.3596934,0,0.0
Gad1-F-800219,1501980151,0.29915655,0,0.0
Gad1-F-800219,1289238970,0.41395617,0,0.0
Gad1-F-800219,1351282553,0.5294461,1,0.0
Gad1-F-800219,1289229674,0.13964462,0,0.0
Gad1-F-800219,1289238358,0.3280971,0,0.0
Gad1-F-800219,2069868062,0.062537014,0,0.0
Gad1-F-800219,5813057548,0.017516473,0,0.0
VGlut-F-200584,831273286,0.63064235,1,0.0
VGlut-F-200584,611305085,0.9222872,1,0.0
VGlut-F-200584,5813067793,0.7070103,1,0.0
VGlut-F-200584,5813053937,0.9726677,1,0.0
VGlut-F-200584,631400622,0.77383935,1,0.0
VGlut-F-200584,5812983569,0.54042333,1,0.0
VGlut-F-200584,1100675497,0.7577437,1,0.0
VGlut-F-200584,5813059834,0.24986441,0,0.0
VGlut-F-200584,1142028710,0.82416785,1,0.0
VGlut-F-200584,722821616,0.60605115,1,0.0
Gad1-F-700390,1690020010,0.36795396,0,0.0
Gad1-F-700390,1938544937,0.42264163,0,0.0
Gad1-F-700390,1907933561,0.30840114,0,0.0
Gad1-F-700390,1689989271,0.29432797,0,0.0
Gad1-F-700390,5812992898,0.60545623,1,0.0
Gad1-F-700390,1721365654,0.15731782,0,0.0
Gad1-F-700390,1907571222,0.3769734,0,0.0
Gad1-F-700390,1232257688,0.26697958,0,0.0
Gad1-F-700390,1440972629,0.5789416,1,0.0
Gad1-F-700390,5812995757,0.20829895,0,0.0
fru-M-800197,5812994094,0.13493669,0,0.0
fru-M-800197,1690897627,0.21781217,0,0.0
