fc_id,em_id,model_predict,binary_label,pred_std
Gad1-F-100817,1188163963,0.9239824,1,0.0
Gad1-F-100817,1125411720,0.8926919,1,0.0
Gad1-F-100817,1189549476,0.9307232,1,0.0
Gad1-F-100817,1476936949,0.84795666,1,0.0
Gad1-F-100817,1251265778,0.94233525,1,0.0
Gad1-F-100817,1661458883,0.8890222,1,0.0
Gad1-F-100817,1599773239,0.9019264,1,0.0
Gad1-F-100817,5812994148,0.93771565,1,0.0
Gad1-F-100817,1251952397,0.8853506,1,0.0
Gad1-F-100817,1187831582,0.91348296,1,0.0
Gad1-F-800219,1289233760,0.6756882,1,0.0
Gad1-F-800219,1319246910,0.35778597,0,0.0
Gad1-F-800219,5813133779,0.39580396,0,0.0
Gad1-F-800219,1501980151,0.12106273,0,0.0
Gad1-F-800219,1289238970,0.5597307,1,0.0
Gad1-F-800219,1351282553,0.54408854,1,0.0
Gad1-F-800219,1289229674,0.15649527,0,0.0
Gad1-F-800219,1289238358,0.2443097,0,0.0
Gad1-F-800219,2069868062,0.12628107,0,0.0
Gad1-F-800219,5813057548,0.058660157,0,0.0
VGlut-F-200584,831273286,0.65361035,1,0.0
VGlut-F-200584,611305085,0.85813564,1,0.0
VGlut-F-200584,5813067793,0.7693768,1,0.0
VGlut-F-200584,5813053937,0.82033277,1,0.0
VGlut-F-200584,631400622,0.42462823,0,0.0
VGlut-F-200584,5812983569,0.78245395,1,0.0
VGlut-F-200584,1100675497,0.71581835,1,0.0
VGlut-F-200584,5813059834,0.21961753,0,0.0
VGlut-F-200584,1142028710,0.66984516,1,0.0
VGlut-F-200584,722821616,0.5181193,1,0.0
Gad1-F-700390,1690020010,0.29964778,0,0.0
Gad1-F-700390,1938544937,0.40238196,0,0.0
Gad1-F-700390,1907933561,0.32389143,0,0.0
Gad1-F-700390,1689989271,0.28384307,0,0.0
Gad1-F-700390,5812992898,0.505652,1,0.0
Gad1-F-700390,1721365654,0.277859,0,0.0
Gad1-F-700390,1907571222,0.36687306,0,0.0
Gad1-F-700390,1232257688,0.37206164,0,0.0
Gad1-F-700390,1440972629,0.5316557,1,0.0
Gad1-F-700390,5812995757,0.34086478,0,0.0
fru-M-800197,5812994094,0.16172206,0,0.0
fru-M-800197,1690897627,0.20976387,0,0.0
fru-M-800197,1907510214,0.19762753,0,0.0
fru-M-800197,1777871882,0.17650156,0,0.0
fru-M-800197,1967854158,0.15708984,0,0.0
fru-M-800197,1938175243,0.20215864,0,0.0
fru-M-800197,1408612051,0.23551811,0,0.0
fru-M-800197,5812999543,0.24650139,0,0.0
fru-M-800197,1690902029,0.18503585,0,0.0
fru-M-800197,1874035952,0.2518545,0,0.0
Gad1-F-100503,1817449116,0.2888522,0,0.0
Gad1-F-100503,1691574966,0.33534446,0,0.0
Gad1-F-100503,1751994423,0.30265373,0,0.0
Gad1-F-100503,1754019541,0.38890243,0,0.0
Gad1-F-100503,1690266485,0.27970144,0,0.0
Gad1-F-100503,1815096511,0.33271265,0,0.0
Gad1-F-100503,1784735157,0.28488058,0,0.0
Gad1-F-100503,1785076238,0.3018033,0,0.0
Gad1-F-100503,1441589107,0.4595067,0,0.0
Gad1-F-100503,1535718148,0.35144433,0,0.0
VGlut-F-700576,1671270875,0.22162525,0,0.0
VGlut-F-700576,1887163927,0.693246,1,0.0
VGlut-F-700576,5813002250,0.20826362,0,0.0
VGlut-F-700576,5812996027,0.2142332,0,0.0
VGlut-F-700576,1065625883,0.43831113,0,0.0
VGlut-F-700576,1702318692,0.20655324,0,0.0
VGlut-F-700576,2003486429,0.10410863,0,0.0
VGlut-F-700576,5813000686,0.3568672,0,0.0
VGlut-F-700576,5901194966,0.30316,0,0.0
VGlut-F-700576,1824745150,0.19413523,0,0.0
Cha-F-200231,1405982395,0.06938431,0,0.0
Cha-F-200231,1775966739,0.6382322,1,0.0
Cha-F-200231,1436680646,0.16609934,0,0.0
Cha-F-200231,1844240829,0.07220949,0,0.0
Cha-F-200231,1312221605,0.22544673,0,0.0
Cha-F-200231,1965927721,0.6267057,1,0.0
Cha-F-200231,1901816133,0.6648988,1,0.0
Cha-F-200231,1589787255,0.09913186,0,0.0
Cha-F-200231,1405231475,0.13124806,0,0.0
Cha-F-200231,5813098176,0.7377404,1,0.0
VGlut-F-400920,5813002774,0.80931526,1,0.0
VGlut-F-400920,1697285129,0.80654573,1,0.0
VGlut-F-400920,2072661366,0.657921,1,0.0
VGlut-F-400920,2041281083,0.683338,1,0.0
VGlut-F-400920,2009235865,0.49553052,0,0.0
VGlut-F-400920,1761992915,0.38088858,0,0.0
VGlut-F-400920,1979206640,0.65582246,1,0.0
VGlut-F-400920,2071974975,0.6564657,1,0.0
VGlut-F-400920,1916152641,0.58991575,1,0.0
VGlut-F-400920,1793014384,0.29950973,0,0.0
fru-M-200296,5812983328,0.8312413,1,0.0
fru-M-200296,942491983,0.82993346,1,0.0
fru-M-200296,860607168,0.76459885,1,0.0
fru-M-200296,940084152,0.84052587,1,0.0
fru-M-200296,5812980432,0.73525745,1,0.0
fru-M-200296,910438331,0.8391931,1,0.0
fru-M-200296,860603005,0.7482241,1,0.0
fru-M-200296,881458181,0.5416509,1,0.0
fru-M-200296,1008028537,0.65340286,1,0.0
fru-M-200296,941132430,0.45474154,0,0.0
VGlut-F-400049,297912117,0.46257252,0,0.0
VGlut-F-400049,297917475,0.83044744,1,0.0
VGlut-F-400049,327242287,0.1289972,0,0.0
VGlut-F-400049,481359062,0.09071245,0,0.0
VGlut-F-400049,450034902,0.079480134,0,0.0
VGlut-F-400049,5813020785,0.20940089,0,0.0
VGlut-F-400049,328270395,0.18047555,0,0.0
VGlut-F-400049,5813008934,0.19144835,0,0.0
VGlut-F-400049,329578247,0.1851677,0,0.0
VGlut-F-400049,358631537,0.51052153,1,0.0
VGlut-F-100264,1386512867,0.10696891,0,0.0
VGlut-F-100264,674882250,0.35522634,0,0.0
VGlut-F-100264,5813061512,0.20575462,0,0.0
VGlut-F-100264,1316077922,0.28918016,0,0.0
VGlut-F-100264,1628062270,0.33084938,0,0.0
VGlut-F-100264,1068449058,0.3582428,0,0.0
VGlut-F-100264,1942806972,0.43336812,0,0.0
VGlut-F-100264,5813082723,0.34850353,0,0.0
VGlut-F-100264,1943147567,0.5192763,1,0.0
VGlut-F-100264,550081497,0.28619036,0,0.0
VGlut-F-400492,1845078711,0.31703606,0,0.0
VGlut-F-400492,1502635634,0.23599137,0,0.0
VGlut-F-400492,1503677795,0.52970576,1,0.0
VGlut-F-400492,1658990108,0.2701285,0,0.0
VGlut-F-400492,1784398229,0.41783518,0,0.0
VGlut-F-400492,1817457808,0.42593485,0,0.0
VGlut-F-400492,1754711606,0.3715539,0,0.0
VGlut-F-400492,1440567395,0.22644244,0,0.0
VGlut-F-400492,1654068522,0.40886185,0,0.0
VGlut-F-400492,1438908304,0.31923655,0,0.0
Cha-F-900003,5812983319,0.67044145,1,0.0
Cha-F-900003,394077610,0.6796826,1,0.0
Cha-F-900003,848287126,0.6903214,1,0.0
Cha-F-900003,816254592,0.7060241,1,0.0
