fc_id,em_id,score,label
Cha-F-000009,1078693835,0.6568,1
Cha-F-800086,5812981264,0.5439,1
E0585-F-200015,457175171,0.5871,1
G0239-F-000001,300972942,0.6995,1
G0239-F-000001,5813068729,0.6798,1
G0239-F-000003,300972942,0.736,1
G0239-F-000003,5813068729,0.7157,1
G0239-F-000005,300972942,0.7293,1
G0239-F-000005,5813068729,0.6906,1
G0239-F-000007,300972942,0.6788,1
G0239-F-000007,5813068729,0.6788,1
G0239-F-000008,300972942,0.6667,1
G0239-F-000008,5813068729,0.6164,1
G0239-F-000009,5813068729,0.7157,1
G0239-F-000009,300972942,0.7108,1
G0239-F-000012,300972942,0.6872,1
G0239-F-000012,5813068729,0.6588,1
G0239-F-000013,300972942,0.6786,1
G0239-F-000013,5813068729,0.6582,1
Gad1-F-300154,517854468,0.6568,1
Gad1-F-300154,423774471,0.6262,1
Gad1-F-400259,457175171,0.5649,1
Gad1-F-500365,768555687,0.6331,1
Gad1-F-500365,5812982924,0.6238,1
Gad1-F-500365,672352543,0.6115,1
Gad1-F-500365,673085197,0.6086,1
Gad1-F-500365,706840303,0.5777,1
Gad1-F-700131,673085197,0.6364,1
Gad1-F-700131,706840303,0.6294,1
Gad1-F-700131,5812982924,0.6163,1
Gad1-F-700131,768555687,0.6055,1
Gad1-F-700131,672352543,0.5768,1
TH-F-000101,331662710,0.6927,1
TH-F-100083,331662710,0.7112,1
TH-F-100099,331662710,0.6966,1
TH-F-200033,517514142,0.7163,1
TH-F-200081,331662710,0.757,1
TH-M-300021,517514142,0.6879,1
