fc_id,em_id,similarity score,label
5HT1A-F-200016,1191315642,0.3513592907579898,0.8
Cha-F-400298,1167304403,0.4834429556831955,0.7
Cha-F-400298,1261000309,0.504582822961231,0.7
Gad1-F-700172,5813039309,0.2029217559015095,0.0
TH-F-100083,331662710,0.4212049478540293,1.0
TH-F-200037,331662710,0.3881571045192815,1.0
TH-F-200096,331662710,0.4389964390017785,1.0
TH-F-200106,5813041180,0.3876246787396317,0.8
TH-M-000008,1131827390,0.1898252856304127,0.3
TH-M-000021,604289581,0.2990881002085561,0.3
TH-M-000021,550404663,0.1644460860260412,0.2
TH-M-000032,859265651,0.5476773986955122,0.8
TH-M-000032,5813027592,0.3470761660486251,0.7
TH-M-200035,294436967,0.3891461850980631,0.8
TH-M-200035,452971138,0.1801942670973487,0.6
TH-M-300017,5813054384,0.3116996063903746,0.8
TH-M-300017,947573616,0.3246070623942789,0.2
Trh-F-000008,1671638278,0.4273989659621814,0.9
Trh-F-100052,361312808,0.2472536633644491,0.5
Trh-M-100024,329289084,0.1515352923043204,0.8
Trh-M-700039,5813021583,-0.0073248594753958,0.4
Trh-M-700039,981000564,-0.0420684422251446,0.3
VGlut-F-200143,328870472,0.5318966765822938,0.8
VGlut-F-200143,298612190,0.3380821000292321,0.4
VGlut-F-200251,548712377,0.4666219680459651,0.8
VGlut-F-200251,5813020996,0.3545184751722188,0.8
VGlut-F-200319,424716408,0.3641750042487969,0.5
VGlut-F-200392,857793013,0.2368449689557175,0.3
VGlut-F-400186,1762359683,0.353733606126618,0.0
VGlut-F-400186,1916800213,0.3009610854259651,0.0
VGlut-F-700541,1762359683,0.3549849615823466,0.0
VGlut-F-700541,1888199872,0.2471573610493391,0.7
Cha-F-000088,1640887603,0.3307637041921357,0.7
Cha-F-000088,5813047691,0.3481172637518871,0.7
Cha-F-000239,1640572741,0.1214803968517823,0.0
Cha-F-000239,5813054726,0.1054770226822975,0.0
Cha-F-000329,640539567,0.4117927393034775,0.7
Cha-F-000329,1043705078,0.3147743317791727,0.7
Cha-F-000427,573670049,0.3597921388536091,0.7
Cha-F-000427,573333284,0.3890457844621185,0.7
Cha-F-000461,487144598,0.2333044198462817,0.3
Cha-F-100135,393063351,0.4146007404787438,0.7
Cha-F-200299,5813027276,0.5526516305217563,0.6
Cha-F-200299,1321564092,0.4978319357552439,0.5
Cha-F-300267,328611004,0.5129702810071579,0.7
Cha-F-300344,5812978978,0.4208435555559905,0.7
Cha-F-300344,5813053836,0.3085553942712729,0.7
Cha-F-300344,859507274,0.4233276343395638,0.7
Cha-F-400237,5813098368,0.4481771109408048,0.3
Cha-F-400237,5813027276,0.5493547323693434,0.4
Cha-F-500071,1105169664,0.3138124951993927,0.8
Cha-F-500071,1012954687,0.1843153869189503,0.5
Cha-F-500310,5813009312,0.349785409808062,0.1
Cha-F-700236,360259229,0.2022608089240768,0.0
Cha-F-800090,296139882,0.4655892372293724,0.6
Cha-F-800090,297251714,0.4467394570672557,0.6
E0585-F-600004,5813010510,0.2805969138655709,0.5
GH146-M-000001,610274029,0.2503503658294935,0.8
Gad1-F-000245,953414780,0.0361818953368726,0.0
Gad1-F-000694,5813033371,0.2880409764904477,0.3
Gad1-F-000694,1480525278,0.1800026361497143,0.0
Gad1-F-000703,424716408,0.3875695380484836,0.1
Gad1-F-000703,5813068669,0.1138918148117185,0.2
Gad1-F-100171,1224595608,0.3709329407887237,0.7
Gad1-F-100784,832016427,0.2974011917251228,0.7
Gad1-F-200186,1916800213,0.2074349626418528,0.2
Gad1-F-200186,1762359683,0.161215298632333,0.0
Gad1-F-200219,5901197108,0.3115764822060457,0.7
Gad1-F-200247,543692985,0.4183685241488211,0.6
Gad1-F-200719,5813039309,0.2092754782586537,0.0
Gad1-F-200719,1640555311,0.2177747454909823,0.0
Gad1-F-400220,550638250,0.5419855738886197,0.7
Gad1-F-500004,294436967,0.380151702671688,0.7
Gad1-F-500321,574377562,0.4450994924150513,0.7
Gad1-F-500457,1261423370,0.5279760892804359,0.7
Gad1-F-600059,328546871,0.3633203505201658,1.0
Gad1-F-600604,1793403571,0.3200127131170148,0.8
Gad1-F-700193,634379734,0.1677938237389966,0.8
Gad1-F-700607,977338882,0.4129808207436384,0.7
Gad1-F-700607,915610561,0.3810861831434506,0.7
Gad1-F-700607,1008378609,0.4008416895105972,0.7
Gad1-F-800371,5813082723,0.409423050413088,0.6
Gad1-F-900395,5813049380,0.482428773831829,0.8
TH-F-000009,5813054384,0.3320871578322569,0.9
TH-F-000009,1378251040,0.1853014592061584,0.6
TH-F-000010,5812980529,0.4654020564195141,0.7
TH-F-000010,360591860,0.421453766033722,0.6
TH-F-000010,5901203505,0.3801417849417204,0.7
TH-F-000012,487144598,0.2416507015130633,0.0
TH-F-000019,859265651,0.6282024114901233,0.7
TH-F-000019,5813027592,0.3656314894321037,0.5
TH-F-000036,859265651,0.4249404002131027,0.0
TH-F-000046,604289581,0.2717820281494122,0.0
TH-F-000046,550404663,0.2435953047989415,0.1
TH-F-000079,1378251040,0.0587386655154444,0.1
TH-F-000091,331662710,0.5161174709155677,1.0
TH-F-100005,1378251040,0.1781785604778578,0.0
TH-F-100005,5813054384,0.3179771215819166,0.8
TH-F-100036,360591860,0.42472730849571,0.7
TH-F-100036,5901203505,0.3605832800252265,0.6
TH-F-100050,1131827390,0.4718073499531993,0.8
TH-F-100075,859265651,0.4786567030203233,0.0
TH-F-100095,331662710,0.3568682839440561,1.0
TH-F-100099,331662710,0.4820957824424212,1.0
TH-F-200004,859265651,0.4832498292048781,0.0
TH-F-200004,5813011298,0.4178528607929948,0.6
TH-F-200010,331662710,0.4017961018019846,1.0
TH-F-200026,5813009595,0.4455603093708862,0.9
TH-F-200034,331662710,0.446186605654844,1.0
TH-F-200064,331662710,0.3777312075103862,1.0
TH-F-200081,331662710,0.3887752166468786,1.0
TH-F-200085,1131827390,0.3732089232535884,0.8
TH-F-300037,331662710,0.4464568956679434,1.0
TH-F-300046,1131827390,0.3173291983720828,0.8
TH-F-300062,5813060068,0.5213720420188489,0.8
TH-F-300078,5813071348,0.3661495763022143,0.9
TH-F-700015,1224941044,0.3488649657884399,0.9
TH-M-000029,859265651,0.5332432802111171,0.8
TH-M-000029,510049477,0.3107514559810586,0.6
TH-M-000030,792692885,0.0702711047184178,0.1
TH-M-000045,331662710,0.2592618582880993,1.0
TH-M-100016,331662710,0.1863889533843607,1.0
TH-M-100027,947573616,0.347990980742357,0.2
TH-M-100027,5813054384,0.3020582552329843,0.7
TH-M-100057,1198330286,0.2879897872444144,0.8
TH-M-100063,1198330286,0.3323483166583784,0.8
TH-M-200010,422738252,0.3875926437189578,0.9
TH-M-200013,5813062871,0.3045652065829887,0.9
TH-M-200034,5813054384,0.3164623903347881,0.8
TH-M-200034,947573616,0.3226060590358033,0.2
TH-M-200049,331662710,0.2747648254256154,1.0
TH-M-200064,331662710,0.226376952202409,1.0
TH-M-200095,422738252,0.3552142638450833,0.9
