fc_id,em_id,similarity score,label
Cha-F-000009,1048215779,0.3657734650382657,0.9
Cha-F-000009,1078693835,0.4638950817708449,1.0
Cha-F-400112,1224258912,-0.865296525614647,0.0
Cha-F-400112,5813022925,-0.8119221613793822,0.0
Cha-F-400201,1639886198,-0.7753938172541694,0.0
Cha-F-400201,1640555311,-0.7674157860105526,0.0
Cha-F-800086,579916831,0.0755932580147284,0.0
Cha-F-800086,5812981543,0.1956345249806534,0.9
E0585-F-200015,457175171,0.2721011366949297,0.8
E0585-F-200015,518899665,0.1794890506894377,0.4
E0585-F-300042,457175171,0.3616640610217221,0.8
E0585-F-300042,642664141,0.3564795441419253,1.0
fru-F-200052,1228683492,-0.796706349076046,0.0
fru-F-200052,456156825,-0.2654480160090322,0.0
fru-F-400010,862705904,0.2493414234178971,0.9
fru-F-400010,1173745330,0.345297960645134,0.9
fru-F-400071,1205090786,0.3521866387446078,0.6
fru-F-400071,1173745330,0.2529921939187209,0.8
fru-F-400141,862705904,0.2710010317956982,0.7
fru-F-400141,1142356576,0.4098586893575159,0.9
fru-F-400196,1100792636,-0.774029440740762,0.0
fru-F-400196,1141324564,0.3432899088869561,0.8
fru-F-400214,983759126,0.3250486307209309,0.8
fru-F-400214,1173045815,0.3225903170873185,0.8
fru-F-400229,5813087817,0.3406697183614339,0.5
fru-F-400229,1700644008,-0.6751889210432005,0.0
fru-F-400338,1141678665,0.2882649826647423,0.8
fru-F-400338,1205090786,0.2121945923986498,0.8
fru-F-400437,1173745330,0.4036126391145456,0.8
fru-F-400437,1141678665,0.3181938498288467,0.8
fru-F-400475,5901203987,-0.7226543450594277,0.0
fru-F-400475,519591210,-0.3992952881402006,0.0
fru-F-500083,1261130127,-0.7412803212036516,0.0
fru-F-500083,1261129711,-0.7212199904809977,0.0
fru-F-500115,1206114100,0.3854754307135442,0.8
fru-F-500115,1173745330,0.3083405424396781,0.8
fru-F-500297,1051630846,0.3056988415801673,0.9
fru-F-500297,948035783,-0.7858037132138149,0.0
fru-F-500435,1142011140,0.3367702147077589,0.6
fru-F-500435,1510648834,-0.3070381456267737,0.0
fru-F-500584,862705904,0.242128646694652,0.8
fru-F-500584,1205090786,0.3291996353566959,0.8
fru-F-600168,1101133698,-0.879241260740483,0.0
fru-F-600168,977343309,-0.7952479915402106,0.0
fru-F-600186,609587511,-0.2434768879129805,0.0
fru-F-600186,550280614,-0.2697807708610734,0.0
fru-F-700104,1142365351,0.4235848925671134,0.8
fru-F-700104,1173745330,0.3812509289857044,0.8
fru-F-700114,1224945418,-0.8817560711314733,0.0
fru-F-700114,1224258912,-0.8817283324689646,0.0
fru-F-700163,1142356576,0.3889039803466555,0.8
fru-F-700163,862705904,0.1503345418805204,0.8
fru-F-700245,1204175835,0.3625138252199836,0.9
fru-F-700245,1100792636,-0.8484211125946084,0.0
fru-F-700257,1141337605,0.2952326134285284,0.4
fru-F-700257,1224258912,-0.8549693435915284,0.0
fru-M-400031,1290416713,-0.822223448347857,0.0
fru-M-400031,1198006801,-0.651380876660054,0.0
fru-M-400362,955464899,0.2647495452866504,0.6
fru-M-400362,1469403612,-0.438222688020542,0.5
fru-M-400401,955464899,0.2191025022225318,0.7
fru-M-400401,829261936,0.1492553639758627,0.6
fru-M-500174,266187383,-0.6721936925512318,0.0
fru-M-500174,977343309,-0.7449551792041966,0.0
fru-M-500374,737832306,-0.6153760419255062,0.0
fru-M-500374,1224258912,-0.8752491994831517,0.0
fru-M-500377,1100792636,-0.7203424356138199,0.0
fru-M-500377,5813057274,-0.7254548415527564,0.0
fru-M-500383,5813034306,-0.7256332658133,0.5
fru-M-500383,1205090786,0.2479284762808049,0.7
fru-M-700067,1228683492,-0.6782312144387583,0.0
fru-M-700067,550617370,-0.4879943183677135,0.0
fru-M-700270,1204175835,0.2206670526895728,0.9
fru-M-700270,1510648834,-0.6138498547238722,0.3
G0239-F-000001,300972942,0.5135707511702099,1.0
G0239-F-000001,5813068729,0.5221390183404121,1.0
G0239-F-000003,300972942,0.5551236073358927,1.0
G0239-F-000003,5813068729,0.5651625100757107,1.0
G0239-F-000005,300972942,0.5894776499278734,1.0
G0239-F-000005,5813068729,0.5955835507162022,1.0
G0239-F-000007,300972942,0.4997948028877351,1.0
G0239-F-000007,5813068729,0.4951243731427685,1.0
G0239-F-000008,300972942,0.4655931909482209,1.0
G0239-F-000008,267896360,0.1211111690951077,0.0
G0239-F-000009,5813068729,0.489135512695489,1.0
G0239-F-000009,300972942,0.4940878016779785,1.0
G0239-F-000011,676573560,-0.5012170399629218,0.0
G0239-F-000011,636667489,-0.5057045896717446,0.0
G0239-F-000012,300972942,0.4685702517458884,1.0
G0239-F-000012,5813068729,0.4730291817773632,1.0
G0239-F-000013,300972942,0.4834444461687129,1.0
G0239-F-000013,5813068729,0.4944533209245346,1.0
Gad1-F-001409,1610224198,-0.8820797010724477,0.0
Gad1-F-001409,1641250106,-0.8818152153940519,0.0
Gad1-F-101173,5813020585,0.402603146330554,0.0
Gad1-F-101173,5813020455,0.4152235638353836,0.0
Gad1-F-200227,5813022201,0.4205122859817187,0.8
Gad1-F-200227,860983686,0.391943241091181,0.8
Gad1-F-300153,1224258912,-0.8809869182363503,0.0
Gad1-F-300153,1224945418,-0.8813741139082931,0.0
Gad1-F-300154,517854468,0.3290313411239342,0.8
Gad1-F-300154,423774471,0.3622029144202836,0.8
Gad1-F-300275,702389193,-0.6516056145874369,0.0
Gad1-F-300309,955464899,0.3755691799347976,0.8
Gad1-F-300309,862705904,0.262544453395317,0.8
Gad1-F-301525,422682603,0.2836150141078277,0.7
Gad1-F-301525,1419019956,0.2387922535795708,0.7
Gad1-F-301704,424789697,0.1406277311875048,0.0
Gad1-F-301704,760686202,-0.632043110582835,0.0
Gad1-F-400259,518899665,0.169938010205174,0.0
Gad1-F-400259,296543992,-0.4227613710242072,0.0
Gad1-F-400718,1266871604,0.4341772553405796,0.7
Gad1-F-400718,673518025,-0.8786782289130235,0.0
Gad1-F-400957,1262114202,0.4872525562364931,0.6
Gad1-F-400957,1261423370,0.351191904816407,0.6
Gad1-F-402516,829261936,0.3609311164170303,0.9
Gad1-F-402516,862705904,0.4569903802649208,0.9
Gad1-F-500136,946641153,-0.6592942613242988,0.0
Gad1-F-500136,1290416713,-0.4442813842257424,0.0
Gad1-F-500365,613719036,0.4722665514715091,0.8
Gad1-F-500365,768555687,0.5146983590344532,0.8
Gad1-F-500524,1173045815,0.3219448402121427,0.9
Gad1-F-500524,1141337605,0.3121736251719429,0.9
Gad1-F-500559,5813022201,0.3260096448238729,0.7
Gad1-F-500559,1171690479,0.1639127967436627,0.9
Gad1-F-502126,1142365351,0.3522153215916843,0.9
Gad1-F-502126,956138930,0.3818088970918813,0.9
Gad1-F-600109,1670278227,-0.7878823021757302,0.0
Gad1-F-600109,1510648834,-0.6712642742115904,0.0
Gad1-F-600115,946641153,-0.6207911642035018,0.0
Gad1-F-600345,922810839,-0.7132535733418972,0.0
Gad1-F-600345,5813077405,-0.5908366293303225,0.0
Gad1-F-601324,5812980638,-0.1674050423232148,0.0
Gad1-F-601324,1172372382,0.2031029389483405,0.0
Gad1-F-700131,613719036,0.4683100526384354,0.8
Gad1-F-700131,673085197,0.4384331727483326,0.8
Gad1-F-800094,1198330641,-0.6869364245656756,0.0
Gad1-F-800094,1290416713,-0.7747361061493943,0.0
Gad1-F-900001,1290416713,-0.7244915942460253,0.0
Gad1-F-900001,5813026366,-0.7814685238383579,0.0
Gad1-F-900194,1448929233,-0.6329073360729531,0.0
Gad1-F-900194,1193560072,-0.8789543492798808,0.0
TH-F-000101,331662710,0.389378180727491,1.0
TH-F-000101,421641859,-0.0075047343863395,0.0
TH-F-100083,331662710,0.3124930450489763,1.0
TH-F-100083,329970706,-0.1185552535961422,0.0
TH-F-100099,331662710,0.3483735981214356,1.0
TH-F-100099,329970706,-0.1074443416286648,0.4
TH-F-200030,328943204,0.2758254966704023,0.4
TH-F-200030,203253253,-0.0502550301836351,0.4
TH-F-200033,517514142,0.3289247120460526,0.8
TH-F-200033,608922563,0.257518916387218,0.0
TH-F-200081,331662710,0.3207124758996531,1.0
TH-F-200081,330268940,0.1063894039790611,0.0
TH-F-300020,484911954,-0.1635782142136456,0.0
TH-F-300020,1048172314,-0.3556647418547027,0.0
TH-F-300073,328943204,0.2607975253018051,0.6
TH-F-300073,361040812,-0.0600716496115868,0.0
TH-F-700001,418969956,-0.7204792631740284,0.0
TH-F-700001,297166053,-0.525868251513729,0.0
TH-F-700004,643830129,-0.6388884690126369,0.0
TH-F-700004,5813089803,-0.6663342470920484,0.0
TH-F-700016,5812982779,0.3683113308176248,0.7
TH-F-700016,5813089803,-0.6625872509646294,0.0
TH-F-700022,946645313,-0.5694746194111477,0.0
TH-F-700022,981362334,-0.3004271490219629,0.6
TH-M-300021,517514142,0.2335597622803175,0.8
TH-M-300021,5813049380,0.2081903969533811,0.4
TH-M-500003,580287695,-0.240306303046381,0.0
TH-M-500003,456156825,-0.2121913321427483,0.0
TH-M-600002,1224258912,-0.8342471935648439,0.0
TH-M-600002,1193560072,-0.8286634360374321,0.0
TH-M-600003,1224595289,-0.862565092578506,0.0
TH-M-600003,1224258912,-0.8635512395566995,0.0
TH-M-700002,1224595289,-0.7365642029595043,0.0
TH-M-700002,1224945418,-0.7459406130358567,0.0
TH-M-700013,5812979156,0.274053697645866,0.6
TH-M-700013,644417074,0.2207992804912071,0.7
TH-M-700017,604864392,-0.8330168590010211,0.0
TH-M-700017,454439022,-0.3712002350224345,0.0
Trh-M-000099,1602402027,-0.5386049158917516,0.5
Trh-M-000099,986828383,0.2082223701920422,0.6
Trh-M-800009,1048215779,0.4211815754709115,1.0
Trh-M-800009,1016835041,0.4143589766563695,1.0
VGlut-F-200594,5813058048,0.4787787158971847,0.9
VGlut-F-200594,328632707,-0.5969938577201019,0.0
VGlut-F-300680,5813020585,0.5705426138128582,0.6
VGlut-F-300680,1322474586,0.5566550668575216,0.6
VGlut-F-800070,894551935,0.3043274604165795,0.7
VGlut-F-800070,832357089,0.1617239932952071,0.0
VT0765-F-700001,613079053,-0.1452508342688097,0.3
VT0765-F-700001,486544396,-0.3313773095743706,0.0
VT16811-F-700000,1078693835,0.3413856964435297,0.0
VT16811-F-700000,1729935421,-0.4961696706655676,0.0
VT24618-F-700000,5813058048,0.0936202395030199,0.0
VT24618-F-700000,299082033,-0.0933721956942689,0.0
VT38815-F-700000,799586652,0.3013071953486912,0.0
VT38815-F-700000,1640555311,-0.6194797117659213,0.0
VT38815-F-700001,799586652,0.2592114282401121,0.0
VT38815-F-700001,485745069,-0.7444434914072817,0.0
VT43401-F-700002,575768294,-0.4492122774445501,0.0
VT43401-F-700002,5813020673,-0.2865686864587017,0.0
VT50245-F-700000,5813058316,-0.027955081595569,0.0
VT50245-F-700000,700486220,-0.1906043645736551,0.0
VT50245-F-700001,612414168,-0.2516694290293952,0.0
VT50245-F-700001,674807824,-0.2263904508050762,0.0
VT50733-F-700000,919763043,-0.4096147043146838,0.0
VT50733-F-700000,519046655,-0.1022357564963375,0.0
VT58722-F-700000,549282467,-0.0961948690226736,0.6
VT58722-F-700000,326253554,-0.0675408607593156,0.4
VT58722-F-700001,673509195,0.0792308978501987,0.0
VT58722-F-700001,946990515,-0.6744812251673471,0.0
VT5948-F-700000,422725634,0.3186992594586652,0.8
VT5948-F-700000,519279166,-0.3529572092097367,0.0
VT5948-F-700001,422725634,0.3230441953749494,0.6
VT5948-F-700001,736174181,-0.201532935112521,0.0
5HT1A-F-200016,1191315642,0.349490647063804,0.8
Cha-F-400298,1167304403,0.5182442374415873,0.7
Cha-F-400298,1261000309,0.5525302965165131,0.7
Gad1-F-700172,5813039309,0.2069563508260464,0.0
TH-F-100083,331662710,0.3124930450489763,1.0
TH-F-200037,331662710,0.3197232188981903,1.0
TH-F-200096,331662710,0.3656418337702284,1.0
TH-F-200106,5813041180,0.4186373560548033,0.8
TH-M-000008,1131827390,0.2753487549286409,0.3
TH-M-000021,604289581,0.372412465943558,0.3
TH-M-000021,550404663,0.3028996502890294,0.2
TH-M-000032,859265651,0.5192585465278696,0.8
TH-M-000032,5813027592,0.3738746988034935,0.7
TH-M-200035,294436967,0.2710908220532363,0.8
TH-M-200035,452971138,0.1869911730959587,0.6
TH-M-300017,5813054384,0.3416893718220296,0.8
TH-M-300017,947573616,0.3166847899504436,0.2
Trh-F-000008,1671638278,0.413864099550324,0.9
Trh-F-100052,361312808,0.2314608457756147,0.5
Trh-M-100024,329289084,0.1703284277446725,0.8
Trh-M-700039,5813021583,0.0729286725349774,0.4
Trh-M-700039,981000564,0.0176704348611034,0.3
VGlut-F-200143,328870472,0.4601265329274544,0.8
VGlut-F-200143,298612190,0.3071779943390753,0.4
VGlut-F-200251,548712377,0.4593901804164131,0.8
VGlut-F-200251,5813020996,0.3580144992037654,0.8
VGlut-F-200319,424716408,0.3353374278569212,0.5
VGlut-F-200392,857793013,0.2903734985925111,0.3
VGlut-F-400186,1762359683,0.3282110816405185,0.0
VGlut-F-400186,1916800213,0.3011551641499405,0.0
VGlut-F-700541,1762359683,0.324861330287381,0.0
VGlut-F-700541,1888199872,0.2437750856631718,0.7
Cha-F-000088,1640887603,0.2997459824695961,0.7
Cha-F-000088,5813047691,0.317653678136554,0.7
Cha-F-000239,1640572741,0.098264689631567,0.0
Cha-F-000239,5813054726,0.0927604778407396,0.0
Cha-F-000329,640539567,0.3640240772470223,0.7
Cha-F-000329,1043705078,0.2515305891143056,0.7
Cha-F-000427,573670049,0.2850398691389392,0.7
Cha-F-000427,573333284,0.2631179316548384,0.7
Cha-F-000461,487144598,0.307963944750989,0.3
Cha-F-100135,393063351,0.3861172101305609,0.7
Cha-F-200299,5813027276,0.5221886311726456,0.6
Cha-F-200299,1321564092,0.4295882673524554,0.5
Cha-F-300267,328611004,0.465078538164594,0.7
Cha-F-300344,5812978978,0.3945956251234596,0.7
Cha-F-300344,5813053836,0.3100362430758369,0.7
Cha-F-300344,859507274,0.3958020868156513,0.7
Cha-F-400237,5813098368,0.4738105465616067,0.3
Cha-F-400237,5813027276,0.5296505737101467,0.4
