fc_id,em_id,score,label
Cha-F-000088,1640909284,0.6661,1
Cha-F-400237,1135441187,0.6491,1
Trh-M-200043,1671620613,0.6213,0
Trh-F-100001,5813062858,0.6194,1
Cha-F-000088,1699974843,0.6172,1
Cha-F-000088,1704347707,0.6164,1
VGlut-F-400757,1640922516,0.6105,0
VGlut-F-200392,792326206,0.6095,1
Cha-F-000088,5813055277,0.6039,1
Cha-F-000088,5813056598,0.5982,1
Cha-F-200299,1135441187,0.5963,1
VGlut-F-500876,1640922516,0.594,0
VGlut-F-400898,1640922516,0.5881,0
VGlut-F-500876,1667251683,0.5865,0
Trh-M-100024,5813049824,0.5769,1
Trh-M-500163,862671913,0.5684,1
VGlut-F-400186,1640922516,0.5629,0
VGlut-F-500335,1640922516,0.5583,0
Trh-M-100024,5813020684,0.5554,0
VGlut-F-700541,1640922516,0.5542,0
TH-F-200026,330640044,0.5434,0
Trh-M-300140,1008024276,0.5428,1
Trh-M-400023,953414780,0.538,1
Trh-M-100024,5813055834,0.5345,1
VGlut-F-500876,1669924220,0.5297,0
Trh-M-100024,946308203,0.5197,1
TH-F-000012,328533761,0.5167,1
TH-F-100036,5812980529,0.51,1
Trh-M-500163,953410147,0.5092,1
Trh-M-500163,768555687,0.506,1
VGlut-F-800130,1671257931,0.5031,1
VGlut-F-200319,5813055865,0.4969,1
TH-M-000029,5813021602,0.4962,1
VGlut-F-800130,2135408892,0.4961,1
VGlut-F-800130,5813132949,0.4958,1
Trh-M-400110,953414780,0.4919,1
Trh-M-500163,672006007,0.4875,1
TH-F-000019,5813021602,0.4853,1
Trh-F-400055,1070426862,0.4828,1
TH-F-300062,1262360335,0.4782,1
Trh-M-500163,891663788,0.4777,1
VGlut-F-000463,1037293275,0.4767,1
Trh-M-400110,1008024276,0.4759,1
Trh-F-300112,953414780,0.4748,1
Trh-F-400055,1008024276,0.4736,1
Trh-F-300112,922069357,0.4717,1
Trh-F-300112,1008024276,0.4683,1
Trh-M-400023,988567837,0.4683,1
TH-M-100063,1449247522,0.4673,1
VGlut-F-400898,1668944259,0.4671,1
Trh-M-400052,1008024276,0.4644,1
VGlut-F-800130,1640555311,0.4644,1
Trh-F-400055,953414780,0.4642,1
Trh-F-300112,5813053851,0.4639,1
Trh-M-400131,1008024276,0.4637,1
Trh-M-400110,957506896,0.4623,1
fru-F-000094,298603730,0.4607,1
Cha-F-000239,1733677514,0.4582,0
TH-F-000036,5813011298,0.4526,0
VGlut-F-400757,5901196806,0.4524,1
TH-M-000030,328533761,0.4512,1
Cha-F-000239,1037293275,0.4485,0
VGlut-F-000177,672283773,0.448,0
Trh-M-400110,1070426862,0.4441,1
VGlut-F-400049,297251714,0.4423,0
VGlut-F-400186,1700644008,0.4418,1
TH-M-300005,1289359184,0.4407,1
VGlut-F-500876,5813034455,0.4395,1
TH-F-100050,1289359184,0.4385,1
VGlut-F-500876,5901196806,0.4355,1
TH-M-000032,5813021602,0.4354,1
TH-F-300062,1666561406,0.4349,1
VGlut-F-400757,1730651751,0.4333,1
Trh-F-400055,922069357,0.4316,1
VGlut-F-400898,1700644008,0.4309,1
TH-F-300062,1168915489,0.4273,1
Trh-M-300138,1008024276,0.4254,1
Trh-M-400023,957506896,0.4254,1
TH-M-100057,1449247522,0.4237,1
VGlut-F-400757,5813034455,0.4228,1
VGlut-F-700541,1700644008,0.4217,1
TH-F-200026,329970706,0.421,0
TH-F-100075,5813011298,0.4205,1
VGlut-F-300438,5813019526,0.4202,1
Trh-M-400131,957506896,0.419,1
Cha-F-000239,1794055377,0.4186,1
VGlut-F-200392,5813027276,0.4173,0
VGlut-F-400186,1730651751,0.4161,1
VGlut-F-400186,1888199872,0.4157,1
Cha-F-000239,1316245799,0.4151,0
Trh-M-400131,953414780,0.4109,1
TH-F-200106,1225640135,0.4101,1
TH-F-100036,359931311,0.4098,1
VGlut-F-200392,1135441187,0.4066,0
Trh-M-300138,953414780,0.3999,1
VGlut-F-700541,5901196806,0.3995,1
VGlut-F-400184,1730651751,0.3988,1
Trh-M-400023,1051980223,0.3984,1
Trh-M-300071,1008024276,0.3926,1
VGlut-F-500335,5813034455,0.3918,1
TH-M-200013,1035601661,0.3917,1
Trh-M-300138,1070426862,0.3908,1
VGlut-F-400898,5901196806,0.3905,1
VGlut-F-700541,1668944259,0.3901,1
VGlut-F-700541,5813034455,0.3894,1
VGlut-F-100002,1978573010,0.389,1
VGlut-F-300438,297580589,0.3883,0
Trh-M-400052,953414780,0.386,1
Trh-M-400052,1070426862,0.3841,1
Trh-M-400052,922069357,0.3839,1
VGlut-F-600204,5813064410,0.3838,0
Trh-M-400131,1070426862,0.3806,1
TH-F-200004,484126552,0.3789,0
Trh-M-300140,922069357,0.3777,1
Trh-M-300140,1070426862,0.3738,1
VGlut-F-400184,1700644008,0.3738,1
VGlut-F-200319,360259229,0.373,0
fru-F-000094,328611004,0.372,0
Cha-F-000239,610274029,0.3703,0
VGlut-F-500335,1888199872,0.3703,1
VGlut-F-000158,296543992,0.3673,0
VGlut-F-400184,1888199872,0.3662,1
VGlut-F-400184,5901196806,0.3659,1
VGlut-F-500335,5901196806,0.3652,1
TH-F-000019,361005850,0.3646,0
VGlut-F-400184,5813034455,0.3631,1
TH-M-000029,361005850,0.3609,0
VGlut-F-500335,1730651751,0.36,1
Cha-F-400237,5813021533,0.3579,0
TH-M-000032,542376096,0.3575,0
Trh-M-400131,988567837,0.3571,1
TH-M-200010,548712377,0.356,1
TH-M-000032,296139882,0.3554,0
TH-F-200026,5813049380,0.3553,0
TH-F-200004,5813021602,0.3547,0
TH-M-300063,329970706,0.3511,1
TH-F-000036,510987433,0.3473,0
TH-M-200095,422751191,0.344,1
Cha-F-500071,609548390,0.3416,1
TH-M-200010,5813083780,0.3384,0
fru-F-000094,422738252,0.3356,0
TH-M-000032,361005850,0.3293,0
TH-M-100016,361312808,0.3293,0
TH-F-100075,5813021602,0.3287,0
VGlut-F-500002,5813021602,0.3283,0
VGlut-F-200036,979627466,0.3279,0
VGlut-F-000463,5813024692,0.3244,0
TH-M-200095,393766777,0.3235,0
VGlut-F-000158,297917475,0.3232,0
TH-M-200010,5813020996,0.3223,0
Cha-F-400237,701201945,0.3217,1
Gad1-F-600059,359598627,0.3211,1
TH-F-200064,361312808,0.3204,0
Gad1-F-600059,1110972158,0.3201,1
TH-F-200081,361312808,0.3197,0
fru-F-000094,548712377,0.3177,0
Cha-F-000329,454002974,0.317,0
TH-M-300063,5813049380,0.3161,0
Cha-F-200299,5812987694,0.3123,1
TH-F-000036,486880919,0.3123,0
VGlut-F-000463,610274046,0.3116,0
TH-M-200095,548712377,0.3115,0
VGlut-F-100002,5813055298,0.3115,0
TH-F-300037,361312808,0.3109,0
VGlut-F-200319,5813068669,0.3096,0
Gad1-F-600059,298595394,0.3095,1
TH-M-200010,735941254,0.3089,0
VGlut-F-400049,327499164,0.307,0
TH-F-200034,361312808,0.3051,0
TH-M-200095,579575594,0.3049,0
TH-M-200049,361312808,0.3035,0
VGlut-F-600204,1005857944,0.3031,0
VGlut-F-200036,5813021583,0.3029,0
VGlut-F-000463,610274029,0.2998,0
VGlut-F-600204,5813068748,0.2981,0
VGlut-F-400049,330268940,0.2968,0
VGlut-F-200319,421646999,0.2931,0
TH-M-200064,361312808,0.2929,0
Gad1-F-600059,455431209,0.2908,1
VGlut-F-000158,361273559,0.2888,0
Trh-M-300071,957506896,0.2882,1
Trh-M-300071,1070426862,0.2879,1
VGlut-F-600204,669325882,0.2866,0
TH-F-100075,510987433,0.2834,0
TH-F-200004,510987433,0.2794,0
TH-F-100075,329225149,0.2786,0
TH-F-000036,326817334,0.2778,0
TH-F-100095,361312808,0.2758,0
TH-F-100075,297251714,0.2754,0
VGlut-F-500002,297251714,0.2728,0
Cha-F-000329,579510789,0.27,1
TH-M-300063,331662710,0.2681,0
VGlut-F-500002,296139882,0.2679,0
TH-F-200004,361005850,0.267,0
VGlut-F-000158,298214577,0.2641,0
TH-M-000045,361312808,0.2638,0
TH-F-200026,331662710,0.2598,0
VGlut-F-300438,358890923,0.2592,0
TH-M-000029,5813055949,0.2591,0
TH-F-000010,359931311,0.2588,1
Cha-F-200299,5813059915,0.2578,0
VGlut-F-200036,5813056261,0.2565,0
TH-F-000009,5813021112,0.2561,0
VGlut-F-000016,5813033371,0.2559,0
VGlut-F-200392,950880008,0.2555,0
Trh-M-700039,543692985,0.254,0
TH-F-200106,5813055913,0.2533,0
TH-F-300062,5813082239,0.2477,1
TH-F-100095,328611004,0.2445,0
VGlut-F-300438,390280026,0.2426,0
Trh-M-300071,5813062858,0.2404,1
TH-M-200013,1107561814,0.2386,0
TH-F-200081,328611004,0.2377,0
Trh-M-300071,953414780,0.2334,1
Cha-F-100135,422738252,0.2284,0
TH-M-000029,487143497,0.2267,0
VGlut-F-000111,484359937,0.2266,1
Trh-M-700039,516055524,0.2169,0
Cha-F-300267,329646990,0.2138,0
VGlut-F-500002,329225149,0.2125,0
TH-F-300037,328611004,0.2122,0
Cha-F-100135,424793122,0.2095,0
TH-F-200034,328611004,0.2092,0
VGlut-F-100002,5813126031,0.205,0
VGlut-F-100002,2095549849,0.2041,0
TH-M-300005,579268807,0.2019,0
VGlut-F-000111,5813032849,0.1952,1
TH-M-000008,579268807,0.1945,0
TH-F-200037,422751191,0.189,0
TH-F-200037,330640044,0.1888,0
VGlut-F-400049,360255138,0.1879,0
TH-F-100095,5813049380,0.1871,0
VGlut-F-000303,5813056909,0.1857,0
TH-F-100083,5813049380,0.1846,0
TH-F-200037,517514142,0.1846,0
VGlut-F-200036,823058891,0.1842,0
TH-F-100099,328611004,0.1824,0
VGlut-F-000111,671233447,0.18,1
TH-M-100016,328611004,0.1784,0
VGlut-F-000111,1043705078,0.1784,1
TH-F-300078,576825965,0.1779,0
