fc_id,em_id,score,label
5HT1A-F-200016,1191315642,0.7437,1
Cha-F-400298,1167304403,0.7389,1
Cha-F-400298,1261000309,0.7209,1
Gad1-F-700172,5813039309,0.7185,0
TH-F-100083,331662710,0.721,1
TH-F-200037,331662710,0.7329,1
TH-F-200096,331662710,0.745,1
TH-F-200106,5813041180,0.7056,1
TH-M-000008,1131827390,0.7081,0
TH-M-000021,604289581,0.7233,0
TH-M-000021,550404663,0.7089,0
TH-M-000032,859265651,0.8187,1
TH-M-000032,5813027592,0.7332,1
TH-M-200035,294436967,0.8291,1
TH-M-200035,452971138,0.7411,1
TH-M-300017,5813054384,0.7409,1
TH-M-300017,947573616,0.7347,1
Trh-F-000008,1671638278,0.7687,1
Trh-F-100052,361312808,0.7128,1
Trh-M-100024,329289084,0.7311,1
Trh-M-700039,5813021583,0.739,0
Trh-M-700039,981000564,0.7108,0
VGlut-F-200143,328870472,0.8185,1
VGlut-F-200143,298612190,0.7568,0
VGlut-F-200251,548712377,0.7926,1
VGlut-F-200251,5813020996,0.7003,1
VGlut-F-200319,424716408,0.7278,1
VGlut-F-200392,857793013,0.7,0
VGlut-F-400186,1762359683,0.7221,0
VGlut-F-400186,1916800213,0.7218,0
VGlut-F-700541,1762359683,0.7452,0
VGlut-F-700541,1888199872,0.7267,1
Cha-F-000088,1640887603,0.7322,1
Cha-F-000088,5813047691,0.7226,1
Cha-F-000239,1640572741,0.7419,0
Cha-F-000239,5813054726,0.7292,0
Cha-F-000329,640539567,0.7266,1
Cha-F-000329,1043705078,0.707,1
Cha-F-000427,573670049,0.7158,1
Cha-F-000427,573333284,0.7054,1
Cha-F-000461,487144598,0.706,0
Cha-F-100135,393063351,0.7479,1
Cha-F-200299,5813027276,0.8035,1
Cha-F-200299,1321564092,0.7728,1
Cha-F-300267,328611004,0.7225,1
Cha-F-300344,5812978978,0.771,1
Cha-F-300344,5813053836,0.7318,1
Cha-F-300344,859507274,0.73,1
Cha-F-400237,5813098368,0.795,0
Cha-F-400237,5813027276,0.7818,0
Cha-F-500071,1105169664,0.7437,1
Cha-F-500071,1012954687,0.7031,1
Cha-F-500310,5813009312,0.7,0
Cha-F-700236,360259229,0.7091,0
Cha-F-800090,296139882,0.8028,1
Cha-F-800090,297251714,0.7609,1
E0585-F-600004,5813010510,0.711,1
GH146-M-000001,610274029,0.7336,1
Gad1-F-000245,953414780,0.7069,0
Gad1-F-000694,5813033371,0.742,0
Gad1-F-000694,1480525278,0.7408,0
Gad1-F-000703,424716408,0.7438,1
Gad1-F-000703,5813068669,0.7238,0
Gad1-F-100171,1224595608,0.7002,1
Gad1-F-100784,832016427,0.7053,1
Gad1-F-200186,1916800213,0.7719,0
Gad1-F-200186,1762359683,0.7609,0
Gad1-F-200219,5901197108,0.7325,1
Gad1-F-200247,543692985,0.7968,1
Gad1-F-200719,5813039309,0.7157,0
Gad1-F-200719,1640555311,0.7022,0
Gad1-F-400220,550638250,0.709,1
Gad1-F-500004,294436967,0.8037,1
Gad1-F-500321,574377562,0.7339,1
Gad1-F-500457,1261423370,0.7231,1
Gad1-F-600059,328546871,0.7154,1
Gad1-F-600604,1793403571,0.7027,1
Gad1-F-700193,634379734,0.702,1
Gad1-F-700607,977338882,0.7192,1
Gad1-F-700607,915610561,0.7174,1
Gad1-F-700607,1008378609,0.7007,1
Gad1-F-800371,5813082723,0.7035,1
Gad1-F-900395,5813049380,0.7229,1
TH-F-000009,5813054384,0.7327,1
TH-F-000009,1378251040,0.7111,1
TH-F-000010,5812980529,0.7533,1
TH-F-000010,360591860,0.7441,1
TH-F-000010,5901203505,0.7227,1
TH-F-000012,487144598,0.7333,0
TH-F-000019,859265651,0.7994,1
TH-F-000019,5813027592,0.7385,1
TH-F-000036,859265651,0.7062,0
TH-F-000046,604289581,0.7331,0
TH-F-000046,550404663,0.7234,0
TH-F-000079,1378251040,0.7201,0
TH-F-000091,331662710,0.7201,1
TH-F-100005,1378251040,0.7204,0
TH-F-100005,5813054384,0.7025,1
TH-F-100036,360591860,0.7254,1
TH-F-100036,5901203505,0.7078,1
TH-F-100050,1131827390,0.7041,1
TH-F-100075,859265651,0.7139,0
TH-F-100095,331662710,0.7036,1
TH-F-100099,331662710,0.7041,1
TH-F-200004,859265651,0.7236,0
TH-F-200004,5813011298,0.7096,1
TH-F-200010,331662710,0.7166,1
TH-F-200026,5813009595,0.7111,1
TH-F-200034,331662710,0.7544,1
TH-F-200064,331662710,0.7292,1
TH-F-200081,331662710,0.7456,1
TH-F-200085,1131827390,0.7019,1
TH-F-300037,331662710,0.7439,1
TH-F-300046,1131827390,0.7149,1
TH-F-300062,5813060068,0.777,1
TH-F-300078,5813071348,0.7068,1
TH-F-700015,1224941044,0.7124,1
TH-M-000029,859265651,0.7795,1
TH-M-000029,510049477,0.7203,1
TH-M-000030,792692885,0.7014,0
TH-M-000045,331662710,0.7359,1
TH-M-100016,331662710,0.7298,1
TH-M-100027,947573616,0.7801,0
TH-M-100027,5813054384,0.7796,1
TH-M-100057,1198330286,0.7072,1
TH-M-100063,1198330286,0.7263,1
TH-M-200010,422738252,0.7354,1
TH-M-200013,5813062871,0.7036,1
TH-M-200034,5813054384,0.784,1
TH-M-200034,947573616,0.7444,0
TH-M-200049,331662710,0.7149,1
TH-M-200064,331662710,0.7192,1
TH-M-200095,422738252,0.7344,1
TH-M-300005,1131827390,0.7014,1
TH-M-300063,5813009595,0.7373,1
Trh-F-100001,1225290633,0.7448,1
Trh-F-100038,1671638278,0.7229,1
Trh-F-100066,5813062858,0.7263,1
Trh-F-300112,957506896,0.7211,1
Trh-F-400055,957506896,0.7067,1
Trh-M-000172,1671638278,0.7653,1
Trh-M-100020,361312808,0.7207,1
Trh-M-100025,1225290633,0.7327,1
Trh-M-100025,5813062858,0.7168,1
Trh-M-100037,1671638278,0.7351,1
Trh-M-100060,297230760,0.734,1
Trh-M-100060,361312808,0.707,1
Trh-M-100071,673746277,0.7209,0
Trh-M-100071,1225290633,0.7143,1
Trh-M-200043,5813054716,0.7411,0
Trh-M-300071,977339122,0.7084,1
Trh-M-300138,922069357,0.7603,1
Trh-M-300138,832016427,0.7154,1
Trh-M-300138,957506896,0.7151,1
Trh-M-300140,5813053851,0.7342,1
Trh-M-300140,957506896,0.7089,1
Trh-M-400023,5813053851,0.7057,1
Trh-M-400052,957506896,0.7129,1
Trh-M-400052,5813053851,0.7007,1
Trh-M-400110,5813053851,0.7281,1
Trh-M-400110,5813065004,0.7008,1
Trh-M-400131,832016427,0.7006,1
Trh-M-500163,922354084,0.7211,1
Trh-M-500163,829598814,0.7044,1
VGlut-F-000016,5813027276,0.7603,1
VGlut-F-000016,950880008,0.7591,1
VGlut-F-000111,5812987694,0.7192,0
VGlut-F-000111,5813021583,0.7108,1
VGlut-F-000158,298254384,0.8017,1
VGlut-F-000158,5813020785,0.7388,1
VGlut-F-000177,5813056321,0.7024,1
VGlut-F-000303,5813011119,0.7114,1
VGlut-F-000463,1733677514,0.7267,1
VGlut-F-000556,885168486,0.7222,1
VGlut-F-100002,914778159,0.7,1
VGlut-F-100003,1671638278,0.7065,1
VGlut-F-100035,575768294,0.7349,1
VGlut-F-100125,1107081827,0.7127,1
VGlut-F-200036,797442049,0.7094,1
VGlut-F-200036,5813059915,0.7083,0
VGlut-F-200062,297251714,0.8354,1
VGlut-F-200062,296139882,0.8029,1
