fc_id,em_id,score,label
Cha-F-100135,393063351,0.4897492976802335,1
Cha-F-200299,5813027276,0.5269190409334186,1
Cha-F-200299,950880008,0.3114385935120399,0
Cha-F-400237,5813027276,0.5685059404737509,0
Cha-F-400237,950880008,0.4562199404489814,1
Cha-F-500071,1012954687,0.2182013361040533,1
Gad1-F-500004,294436967,0.4471260441901349,1
Gad1-F-600059,328546871,0.3442857127614068,1
TH-F-000009,5813054384,0.3721414212226763,1
TH-F-000010,5812980529,0.3159569399182844,1
TH-F-000010,5901203505,0.2894423386753956,1
TH-F-000019,859265651,0.6382303786266297,1
TH-F-000091,331662710,0.5668324756120846,1
TH-F-100036,360591860,0.4865045461510452,1
TH-F-100036,5901203505,0.4439443106655888,1
TH-F-100050,1131827390,0.4666297884981769,1
TH-F-100083,331662710,0.5469208568431282,1
TH-F-100095,331662710,0.5244355512777645,1
TH-F-100099,331662710,0.512311327400936,1
TH-F-200004,5813011298,0.4543043388194623,1
TH-F-200026,5813009595,0.4986674899972682,1
TH-F-200037,331662710,0.550014065968464,1
TH-F-200064,331662710,0.5106528329279262,1
TH-F-200081,331662710,0.488023989482662,1
TH-F-200096,331662710,0.4824042454599838,1
TH-F-300062,5813060068,0.6188103760775737,1
TH-F-300078,5813071348,0.3925041902810181,1
TH-M-000029,859265651,0.6470663448978557,1
TH-M-000032,859265651,0.6055904456699569,1
TH-M-100016,331662710,0.4851887896295162,1
TH-M-100063,1198330286,0.4967004555863789,1
TH-M-200010,422738252,0.5240464745382378,1
TH-M-200013,5813062871,0.4044353679806344,1
TH-M-200035,294436967,0.5096347382633998,1
TH-M-200064,331662710,0.4807767319420359,1
TH-M-200095,422738252,0.4806631259405097,1
TH-M-300005,1131827390,0.4450687779307167,1
Trh-F-000008,1671638278,0.4907099948558444,1
Trh-F-100038,1671638278,0.4881651446039942,1
Trh-F-100066,5813062858,0.6202377684959806,1
Trh-F-300112,957506896,0.5038723042767879,1
Trh-F-400055,957506896,0.4851516818791571,1
Trh-M-100020,361312808,0.2745041354548048,1
Trh-M-100024,329289084,0.4862888870389085,1
Trh-M-100025,5813062858,0.5981823353852156,1
Trh-M-100037,1671638278,0.476646010959771,1
Trh-M-100071,5813062858,0.5924019321444685,1
Trh-M-100071,1225290633,0.3148891080535539,1
Trh-M-300138,957506896,0.4526283718286111,1
Trh-M-300138,832016427,0.3893663923239814,1
Trh-M-300140,957506896,0.429703305980211,1
Trh-M-300140,5813053851,0.3389902247027146,1
Trh-M-400023,5813053851,0.4337012823104026,1
Trh-M-400052,957506896,0.4577700293652376,1
Trh-M-400110,5813053851,0.4504607141055571,1
VGlut-F-000016,950880008,0.5091956365930158,1
VGlut-F-000016,1321564092,0.497566704892768,1
VGlut-F-000016,5813027276,0.3350841802227594,1
VGlut-F-000016,5813098368,0.3300388496029739,1
VGlut-F-000111,5813021583,0.3210676412492182,1
VGlut-F-000158,298254384,0.5485413597596356,1
VGlut-F-000303,5813011119,0.4535116871322358,1
VGlut-F-000463,1733677514,0.473183202386657,1
VGlut-F-000556,885168486,0.5928848517695869,1
VGlut-F-100002,914778159,0.35497595953815,1
VGlut-F-100003,1671638278,0.4698843035830035,1
VGlut-F-100035,575768294,0.4024365725774795,1
VGlut-F-200036,797442049,0.4588879788999624,1
VGlut-F-200062,296139882,0.4904637061688011,1
VGlut-F-200062,297251714,0.4888416837164335,1
VGlut-F-200251,548712377,0.5294482292642984,1
VGlut-F-200319,424716408,0.4002991229411845,1
VGlut-F-300438,329566197,0.519801104014221,1
VGlut-F-400186,5813034455,0.4325130684845693,1
VGlut-F-400334,447599745,0.3496108017934913,1
VGlut-F-400757,1888199872,0.4137991419590747,1
VGlut-F-400898,5813034455,0.4323640027873653,1
VGlut-F-500002,5813011298,0.3710467788424493,1
VGlut-F-600204,5813061218,0.3719038132223851,1
VGlut-F-700261,5813047489,0.4390775132832287,1
VGlut-F-800130,1762359683,0.5748332821720831,1
fru-F-000094,422751191,0.4111837177813411,1
Cha-F-400237,1135441187,0.6491,1
Trh-M-200043,1671620613,0.6213,0
Trh-F-100001,5813062858,0.6194,1
Cha-F-000088,1704347707,0.6164,1
VGlut-F-400757,1640922516,0.6105,0
Cha-F-000088,5813056598,0.5982,1
Cha-F-200299,1135441187,0.5963,1
VGlut-F-500876,1640922516,0.594,0
VGlut-F-500876,1667251683,0.5865,0
Trh-M-100024,5813049824,0.5769,1
TH-F-200026,330640044,0.5434,0
Trh-M-400023,953414780,0.538,1
Trh-M-100024,5813055834,0.5345,1
VGlut-F-500876,1669924220,0.5297,0
Trh-M-100024,946308203,0.5197,1
TH-F-000012,328533761,0.5167,1
TH-F-100036,5812980529,0.51,1
Trh-M-500163,768555687,0.506,1
VGlut-F-800130,1671257931,0.5031,1
VGlut-F-200319,5813055865,0.4969,1
TH-M-000029,5813021602,0.4962,1
VGlut-F-800130,2135408892,0.4961,1
Trh-M-400110,953414780,0.4919,1
TH-F-000019,5813021602,0.4853,1
Trh-F-400055,1070426862,0.4828,1
Trh-F-300112,953414780,0.4748,1
Trh-F-300112,922069357,0.4717,1
VGlut-F-800130,1640555311,0.4644,1
Trh-F-400055,953414780,0.4642,1
Trh-F-300112,5813053851,0.4639,1
Trh-M-400110,957506896,0.4623,1
Cha-F-000239,1733677514,0.4582,0
TH-F-000036,5813011298,0.4526,0
VGlut-F-400757,5901196806,0.4524,1
TH-M-000030,328533761,0.4512,1
Trh-M-400110,1070426862,0.4441,1
VGlut-F-400049,297251714,0.4423,0
VGlut-F-400186,1700644008,0.4418,1
TH-M-300005,1289359184,0.4407,1
VGlut-F-500876,5813034455,0.4395,1
TH-F-100050,1289359184,0.4385,1
VGlut-F-500876,5901196806,0.4355,1
TH-M-000032,5813021602,0.4354,1
Trh-F-400055,922069357,0.4316,1
VGlut-F-400898,1700644008,0.4309,1
Trh-M-400023,957506896,0.4254,1
VGlut-F-400757,5813034455,0.4228,1
VGlut-F-700541,1700644008,0.4217,1
TH-F-100075,5813011298,0.4205,1
Trh-M-400131,957506896,0.419,1
VGlut-F-400186,1888199872,0.4157,1
Trh-M-400131,953414780,0.4109,1
VGlut-F-200392,1135441187,0.4066,0
Trh-M-300138,953414780,0.3999,1
VGlut-F-700541,5901196806,0.3995,1
VGlut-F-500335,5813034455,0.3918,1
