fc_id,em_id,score,label
Cha-F-000088,1640909284,0,0.6
Cha-F-400237,1135441187,0,0.5
Trh-M-200043,1671620613,0,0.0
Trh-F-100001,5813062858,0,0.7
Cha-F-000088,1699974843,0,0.6
Cha-F-000088,1704347707,0,0.6
VGlut-F-400757,1640922516,0,0.0
VGlut-F-200392,792326206,0,0.6
Cha-F-000088,5813055277,0,0.6
Cha-F-000088,5813056598,0,0.6
Cha-F-200299,1135441187,0,0.6
VGlut-F-500876,1640922516,0,0.0
VGlut-F-400898,1640922516,0,0.0
VGlut-F-500876,1667251683,0,0.0
Trh-M-100024,5813049824,0,0.7
Trh-M-500163,862671913,0,0.6
VGlut-F-400186,1640922516,0,0.0
VGlut-F-500335,1640922516,0,0.0
Trh-M-100024,5813020684,0,0.4
VGlut-F-700541,1640922516,0,0.0
TH-F-200026,330640044,0,0.0
Trh-M-300140,1008024276,0,0.6
Trh-M-400023,953414780,0,0.6
Trh-M-100024,5813055834,0,0.7
VGlut-F-500876,1669924220,0,0.0
Trh-M-100024,946308203,0,0.7
TH-F-000012,328533761,0,0.8
TH-F-100036,5812980529,0,0.7
Trh-M-500163,953410147,0,0.6
Trh-M-500163,768555687,0,0.6
VGlut-F-800130,1671257931,0,0.6
VGlut-F-200319,5813055865,0,0.6
TH-M-000029,5813021602,0,0.6
VGlut-F-800130,2135408892,0,0.5
VGlut-F-800130,5813132949,0,0.5
Trh-M-400110,953414780,0,0.6
Trh-M-500163,672006007,0,0.6
TH-F-000019,5813021602,0,0.7
Trh-F-400055,1070426862,0,0.7
TH-F-300062,1262360335,0,0.5
Trh-M-500163,891663788,0,0.6
VGlut-F-000463,1037293275,0,0.7
Trh-M-400110,1008024276,0,0.6
Trh-F-300112,953414780,0,0.6
Trh-F-400055,1008024276,0,0.7
Trh-F-300112,922069357,0,0.7
Trh-F-300112,1008024276,0,0.7
Trh-M-400023,988567837,0,0.6
TH-M-100063,1449247522,0,0.6
VGlut-F-400898,1668944259,0,0.5
Trh-M-400052,1008024276,0,0.6
VGlut-F-800130,1640555311,0,0.5
Trh-F-400055,953414780,0,0.6
Trh-F-300112,5813053851,0,0.7
Trh-M-400131,1008024276,0,0.6
Trh-M-400110,957506896,0,0.6
fru-F-000094,298603730,0,0.7
Cha-F-000239,1733677514,0,0.0
TH-F-000036,5813011298,0,0.3
VGlut-F-400757,5901196806,0,0.6
TH-M-000030,328533761,0,0.6
Cha-F-000239,1037293275,0,0.0
VGlut-F-000177,672283773,0,0.0
Trh-M-400110,1070426862,0,0.6
VGlut-F-400049,297251714,0,0.0
VGlut-F-400186,1700644008,0,0.6
TH-M-300005,1289359184,0,0.6
VGlut-F-500876,5813034455,0,0.6
TH-F-100050,1289359184,0,0.7
VGlut-F-500876,5901196806,0,0.6
TH-M-000032,5813021602,0,0.7
TH-F-300062,1666561406,0,0.5
VGlut-F-400757,1730651751,0,0.6
Trh-F-400055,922069357,0,0.7
VGlut-F-400898,1700644008,0,0.6
TH-F-300062,1168915489,0,0.5
Trh-M-300138,1008024276,0,0.6
Trh-M-400023,957506896,0,0.6
TH-M-100057,1449247522,0,0.6
VGlut-F-400757,5813034455,0,0.6
VGlut-F-700541,1700644008,0,0.6
TH-F-200026,329970706,0,0.0
TH-F-100075,5813011298,0,0.6
VGlut-F-300438,5813019526,0,0.6
Trh-M-400131,957506896,0,0.6
Cha-F-000239,1794055377,0,0.7
VGlut-F-200392,5813027276,0,0.0
VGlut-F-400186,1730651751,0,0.5
VGlut-F-400186,1888199872,0,0.5
Cha-F-000239,1316245799,0,0.0
Trh-M-400131,953414780,0,0.6
TH-F-200106,1225640135,0,0.7
TH-F-100036,359931311,0,0.7
VGlut-F-200392,1135441187,0,0.0
Trh-M-300138,953414780,0,0.6
VGlut-F-700541,5901196806,0,0.6
VGlut-F-400184,1730651751,0,0.6
Trh-M-400023,1051980223,0,0.5
Trh-M-300071,1008024276,0,0.7
VGlut-F-500335,5813034455,0,0.5
TH-M-200013,1035601661,0,0.6
Trh-M-300138,1070426862,0,0.5
VGlut-F-400898,5901196806,0,0.6
VGlut-F-700541,1668944259,0,0.6
VGlut-F-700541,5813034455,0,0.6
VGlut-F-100002,1978573010,0,0.6
VGlut-F-300438,297580589,0,0.0
Trh-M-400052,953414780,0,0.5
Trh-M-400052,1070426862,0,0.6
Trh-M-400052,922069357,0,0.6
VGlut-F-600204,5813064410,0,0.0
Trh-M-400131,1070426862,0,0.6
TH-F-200004,484126552,0,0.0
Trh-M-300140,922069357,0,0.6
Trh-M-300140,1070426862,0,0.6
VGlut-F-400184,1700644008,0,0.6
VGlut-F-200319,360259229,0,0.0
fru-F-000094,328611004,0,0.0
Cha-F-000239,610274029,0,0.0
VGlut-F-500335,1888199872,0,0.5
VGlut-F-000158,296543992,0,0.0
VGlut-F-400184,1888199872,0,0.6
VGlut-F-400184,5901196806,0,0.6
VGlut-F-500335,5901196806,0,0.5
TH-F-000019,361005850,0,0.4
VGlut-F-400184,5813034455,0,0.6
TH-M-000029,361005850,0,0.3
VGlut-F-500335,1730651751,0,0.6
Cha-F-400237,5813021533,0,0.0
TH-M-000032,542376096,0,0.0
Trh-M-400131,988567837,0,0.6
TH-M-200010,548712377,0,0.5
TH-M-000032,296139882,0,0.0
TH-F-200026,5813049380,0,0.0
TH-F-200004,5813021602,0,0.0
TH-M-300063,329970706,0,0.6
TH-F-000036,510987433,0,0.3
TH-M-200095,422751191,0,0.6
Cha-F-500071,609548390,0,0.6
TH-M-200010,5813083780,0,0.0
fru-F-000094,422738252,0,0.0
TH-M-000032,361005850,0,0.0
TH-M-100016,361312808,0,0.0
TH-F-100075,5813021602,0,0.4
VGlut-F-500002,5813021602,0,0.0
VGlut-F-200036,979627466,0,0.0
VGlut-F-000463,5813024692,0,0.0
TH-M-200095,393766777,0,0.0
VGlut-F-000158,297917475,0,0.0
TH-M-200010,5813020996,0,0.0
Cha-F-400237,701201945,0,0.6
Gad1-F-600059,359598627,0,0.8
TH-F-200064,361312808,0,0.0
Gad1-F-600059,1110972158,0,0.8
TH-F-200081,361312808,0,0.0
fru-F-000094,548712377,0,0.0
Cha-F-000329,454002974,0,0.3
TH-M-300063,5813049380,0,0.0
Cha-F-200299,5812987694,0,0.6
TH-F-000036,486880919,0,0.3
VGlut-F-000463,610274046,0,0.0
TH-M-200095,548712377,0,0.0
VGlut-F-100002,5813055298,0,0.0
TH-F-300037,361312808,0,0.0
VGlut-F-200319,5813068669,0,0.0
Gad1-F-600059,298595394,0,0.8
TH-M-200010,735941254,0,0.0
VGlut-F-400049,327499164,0,0.0
TH-F-200034,361312808,0,0.0
TH-M-200095,579575594,0,0.0
TH-M-200049,361312808,0,0.0
VGlut-F-600204,1005857944,0,0.0
VGlut-F-200036,5813021583,0,0.0
VGlut-F-000463,610274029,0,0.0
VGlut-F-600204,5813068748,0,0.0
VGlut-F-400049,330268940,0,0.0
VGlut-F-200319,421646999,0,0.0
TH-M-200064,361312808,0,0.0
Gad1-F-600059,455431209,0,0.8
VGlut-F-000158,361273559,0,0.0
Trh-M-300071,957506896,0,0.7
Trh-M-300071,1070426862,0,0.6
VGlut-F-600204,669325882,0,0.0
TH-F-100075,510987433,0,0.4
TH-F-200004,510987433,0,0.4
TH-F-100075,329225149,0,0.0
TH-F-000036,326817334,0,0.3
TH-F-100095,361312808,0,0.0
TH-F-100075,297251714,0,0.0
VGlut-F-500002,297251714,0,0.0
Cha-F-000329,579510789,0,0.6
TH-M-300063,331662710,0,0.0
VGlut-F-500002,296139882,0,0.0
TH-F-200004,361005850,0,0.0
VGlut-F-000158,298214577,0,0.0
TH-M-000045,361312808,0,0.0
TH-F-200026,331662710,0,0.3
VGlut-F-300438,358890923,0,0.0
TH-M-000029,5813055949,0,0.3
TH-F-000010,359931311,0,0.7
Cha-F-200299,5813059915,0,0.4
VGlut-F-200036,5813056261,0,0.0
TH-F-000009,5813021112,0,0.0
VGlut-F-000016,5813033371,0,0.3
VGlut-F-200392,950880008,0,0.0
Trh-M-700039,543692985,0,0.0
TH-F-200106,5813055913,0,0.0
TH-F-300062,5813082239,0,0.5
TH-F-100095,328611004,0,0.0
VGlut-F-300438,390280026,0,0.0
Trh-M-300071,5813062858,0,0.6
TH-M-200013,1107561814,0,0.0
TH-F-200081,328611004,0,0.0
Trh-M-300071,953414780,0,0.6
Cha-F-100135,422738252,0,0.0
TH-M-000029,487143497,0,0.0
VGlut-F-000111,484359937,0,0.6
Trh-M-700039,516055524,0,0.0
Cha-F-300267,329646990,0,0.3
VGlut-F-500002,329225149,0,0.0
TH-F-300037,328611004,0,0.0
Cha-F-100135,424793122,0,0.0
TH-F-200034,328611004,0,0.0
VGlut-F-100002,5813126031,0,0.0
VGlut-F-100002,2095549849,0,0.0
TH-M-300005,579268807,0,0.0
VGlut-F-000111,5813032849,0,0.7
TH-M-000008,579268807,0,0.0
TH-F-200037,422751191,0,0.0
TH-F-200037,330640044,0,0.0
VGlut-F-400049,360255138,0,0.0
TH-F-100095,5813049380,0,0.0
VGlut-F-000303,5813056909,0,0.0
TH-F-100083,5813049380,0,0.0
TH-F-200037,517514142,0,0.0
VGlut-F-200036,823058891,0,0.0
TH-F-100099,328611004,0,0.0
VGlut-F-000111,671233447,0,0.6
TH-M-100016,328611004,0,0.0
VGlut-F-000111,1043705078,0,0.6
TH-F-300078,576825965,0,0.2
Cha-F-100135,735941254,0,0.3
TH-F-200037,328611004,0,0.0
VGlut-F-400049,329225149,0,0.0
TH-M-300063,5813020673,0,0.0
TH-F-000019,514842241,0,0.0
TH-M-000045,328611004,0,0.0
Cha-F-100135,5813020996,0,0.0
VGlut-F-000303,575768294,0,0.0
Cha-F-000329,609548390,0,0.6
TH-M-200064,328611004,0,0.0
TH-F-200081,5813049380,0,0.4
TH-M-000008,5813055913,0,0.0
TH-F-200096,5813049380,0,0.0
TH-M-200013,5813048837,0,0.0
TH-F-300037,393063351,0,0.0
TH-F-000019,487143497,0,0.0
TH-F-200064,328611004,0,0.0
TH-F-000009,797442049,0,0.0
VGlut-F-200392,5812987694,0,0.0
Trh-M-100071,707539688,0,0.0
TH-F-000036,602368546,0,0.0
VGlut-F-700261,1228265278,0,0.0
TH-F-200034,393063351,0,0.0
TH-F-000009,1014344148,0,0.0
Trh-M-200043,2040301572,0,0.0
TH-F-000009,5813063093,0,0.0
VGlut-F-000303,329897255,0,0.0
Trh-F-100066,707539688,0,0.0
VGlut-F-100035,5813068707,0,0.5
VGlut-F-100035,488231898,0,0.0
TH-M-200064,298258399,0,0.0
TH-F-100083,329970706,0,0.0
Trh-F-100001,707539688,0,0.0
VGlut-F-200062,5813021602,0,0.0
TH-M-200035,543692985,0,0.0
VGlut-F-200062,487143497,0,0.0
Trh-F-100001,922069357,0,0.0
TH-F-200064,5813049380,0,0.4
Trh-M-100071,614081151,0,0.0
Cha-F-300267,298258399,0,0.0
VGlut-F-400334,576825965,0,0.0
Trh-M-700039,1043117106,0,0.0
Trh-M-100071,922069357,0,0.0
TH-F-200064,5813055800,0,0.0
Trh-F-100038,704699661,0,0.0
VGlut-F-100035,5813011119,0,0.0
TH-F-300078,736860990,0,0.0
Trh-F-100066,614081151,0,0.0
TH-F-200096,5813020673,0,0.6
Trh-M-100025,614081151,0,0.0
VGlut-F-200062,417221397,0,0.0
Trh-M-100020,328611004,0,0.0
TH-F-100095,329970706,0,0.0
TH-M-300005,423101189,0,0.0
VGlut-F-100035,636789034,0,0.0
Trh-F-100066,5813057861,0,0.0
TH-F-200096,5813055800,0,0.0
TH-F-000091,298258399,0,0.0
VGlut-F-000177,1042656011,0,0.0
Trh-M-100025,705795727,0,0.0
TH-M-200013,1192019859,0,0.0
TH-F-100050,5813041180,0,0.0
Trh-M-100037,704699661,0,0.0
Trh-M-700039,456847100,0,0.0
TH-F-000012,579912201,0,0.0
Trh-F-100066,5813009620,0,0.0
Trh-F-100001,614081151,0,0.0
Trh-M-100025,5813057861,0,0.0
fru-F-000131,297925608,0,0.0
Trh-F-000008,704699661,0,0.0
Trh-M-100037,1727979406,0,0.0
VGlut-F-100125,1135837629,0,0.0
VGlut-F-400334,736860990,0,0.0
TH-F-200096,387568523,0,0.0
Trh-F-100038,693927941,0,0.0
Trh-M-100025,5813060787,0,0.0
VGlut-F-000303,698569644,0,0.0
Trh-F-100001,642694410,0,0.0
VGlut-F-100003,704699661,0,0.0
