fc_id,em_id,model_predict,binary_label,pred_std
Trh-M-700017,1344042108,0.3331402,0,0.0
Trh-M-700017,921814579,0.033507727,0,0.0
Trh-M-700017,1168733095,0.010983446,0,0.0
Trh-M-700017,1162866390,0.013824043,0,0.0
Trh-M-700017,1160854977,0.3871078,0,0.0
Trh-M-700017,1131836121,0.013435729,0,0.0
Trh-M-700017,1345048347,0.6790402,1,0.0
Trh-M-700017,1131836229,0.007847327,0,0.0
Trh-M-700017,759464163,0.590892,1,0.0
Trh-M-700017,1131826900,0.024458349,0,0.0
fru-M-400051,5813049920,0.053725462,0,0.0
fru-M-400051,797075463,0.05855389,0,0.0
fru-M-400051,694126781,0.12122361,0,0.0
fru-M-400051,829145708,0.05195288,0,0.0
fru-M-400051,1387773463,0.077801965,0,0.0
fru-M-400051,1380979698,0.07965166,0,0.0
fru-M-400051,1231239491,0.06740995,0,0.0
fru-M-400051,5813041323,0.092783704,0,0.0
fru-M-400051,5901219320,0.061456114,0,0.0
fru-M-400051,670547235,0.13607891,0,0.0
Cha-F-100218,1065410141,0.111869335,0,0.0
Cha-F-100218,1189891402,0.14149944,0,0.0
Cha-F-100218,1127476096,0.13316369,0,0.0
Cha-F-100218,1138696627,0.054754697,0,0.0
Cha-F-100218,1200027441,0.046394676,0,0.0
Cha-F-100218,424193190,0.0052727037,0,0.0
Cha-F-100218,1167995070,0.08724598,0,0.0
Cha-F-100218,1066420480,0.012482004,0,0.0
Cha-F-100218,1320480289,0.035505563,0,0.0
Cha-F-100218,1168664495,0.0268623,0,0.0
fru-F-700254,1198680249,0.56908804,1,0.0
fru-F-700254,819440815,0.8953381,1,0.0
fru-F-700254,1198334861,0.5045829,1,0.0
fru-F-700254,943929688,0.8706248,1,0.0
fru-F-700254,1198684596,0.39237732,0,0.0
fru-F-700254,5813049948,0.22641963,0,0.0
fru-F-700254,1072779298,0.7557031,1,0.0
fru-F-700254,1198675740,0.5856484,1,0.0
fru-F-700254,1228692168,0.3360661,0,0.0
fru-F-700254,1198330641,0.23627225,0,0.0
VGlut-F-000142,911129339,0.35773957,0,0.0
VGlut-F-000142,942522378,0.7294446,1,0.0
VGlut-F-000142,911565408,0.71789515,1,0.0
VGlut-F-000142,941482720,0.3293559,0,0.0
VGlut-F-000142,911911699,0.5787335,1,0.0
VGlut-F-000142,911470352,0.5221467,1,0.0
VGlut-F-000142,911906936,0.5325654,1,0.0
VGlut-F-000142,912243353,0.68853414,1,0.0
VGlut-F-000142,910442782,0.18196861,0,0.0
VGlut-F-000142,911911193,0.75503016,1,0.0
Gad1-F-800185,1127436650,0.24841462,0,0.0
Gad1-F-800185,980089353,0.6295085,1,0.0
Gad1-F-800185,1135907207,0.29741442,0,0.0
Gad1-F-800185,1033192275,0.23667425,0,0.0
Gad1-F-800185,1103577592,0.7857593,1,0.0
Gad1-F-800185,1008395737,0.496231,0,0.0
Gad1-F-800185,1073504644,0.27771938,0,0.0
Gad1-F-800185,5813081494,0.84661365,1,0.0
